layer_idx,layer_name,behavioral_pc1_alignment_mean,behavioral_pc1_ratio_mean,contrastive_mean_alignment_mean,contrastive_mean_ratio_mean,raw_pc1_alignment,raw_pc1_ratio,raw_mean_dir_alignment,raw_mean_dir_ratio,random_baseline
0,model.layers.0,0.09733902961015702,3.259245714367921,0.10891078561544418,3.650371469083379,0.2294996976852417,7.710669863564614,0.6582928895950317,22.11714959276694,0.029773445427417757
1,model.layers.1,0.5052709937095642,16.94182049278386,0.49971947968006136,16.755364524601806,0.2966606616973877,10.020778475445773,0.2787231206893921,9.414873655417082,0.02963097058236599
2,model.layers.2,0.4793499678373337,16.384319465955933,0.44807450473308563,15.278039609186681,0.15668807923793793,5.380073399753581,0.41926780343055725,14.396063616202,0.029133855551481246
3,model.layers.3,0.5454864054918289,18.33209333951772,0.5536199659109116,18.626094080880836,0.27575767040252686,9.318410987209688,0.34163278341293335,11.544464666745803,0.029599017277359963
4,model.layers.4,0.5584115803241729,19.062178122935034,0.5500653654336929,18.77635579705023,0.2692233920097351,9.190543568306726,0.3720335364341736,12.700198151228486,0.029299692064523698
5,model.layers.5,0.3459444433450699,11.660648012509462,0.336131876707077,11.324267736119285,0.22059613466262817,7.433586314727739,0.25899022817611694,8.727379646803737,0.029682711139321326
6,model.layers.6,0.4828715711832047,16.764082813084702,0.4576461732387543,15.880337877133977,0.10374028235673904,3.5914227904096436,0.28647854924201965,9.91770571023942,0.02889432609081268
7,model.layers.7,0.44230321794748306,14.935704990312264,0.4188633501529694,14.158758852266834,0.117881640791893,3.9769635292031205,0.29553934931755066,9.970587495938144,0.029656972363591196
8,model.layers.8,0.6618197381496429,22.600905314734288,0.6016610145568848,20.574028594592612,0.10687699913978577,3.65875323236886,0.5001358985900879,17.121306270929942,0.029220043495297433
9,model.layers.9,0.49340402632951735,16.7427522147997,0.4418835133314133,15.016485034470971,0.09066353738307953,3.0784886538075087,0.32415494322776794,11.00671056530538,0.029454045370221137
10,model.layers.10,0.5382945388555527,18.41633922108334,0.44687724113464355,15.267617034989815,0.08040463179349899,2.7348471597218516,0.38570836186408997,13.119311591826271,0.02941080704331398
11,model.layers.11,0.5552028000354767,18.896228931564373,0.4582384884357452,15.569174649918443,0.10973381251096725,3.7215823799250587,0.3945588767528534,13.381320943530378,0.029497160390019418
12,model.layers.12,0.3378877341747284,11.387913957229628,0.24601870775222778,8.264464876533248,0.06610593944787979,2.220067290169798,0.22590042650699615,7.586521754508906,0.029781993478536606
13,model.layers.13,0.3188367374241352,10.913249103585061,0.22703902125358583,7.768578005212914,0.09486231207847595,3.2540961716371157,0.2733135521411896,9.375573546462046,0.0291658453643322
14,model.layers.14,0.5561026930809021,19.108124471434916,0.3749664664268494,12.89673495986015,0.1723955124616623,5.924992520715998,0.46819785237312317,16.09130501087116,0.02909761145710945
15,model.layers.15,0.32814059108495713,11.040850070912478,0.20588316321372985,6.942554819323215,0.060309022665023804,2.0276843813852454,0.29955190420150757,10.071407075145087,0.029752233624458314
16,model.layers.16,0.24467314332723616,8.309242786599473,0.13741958364844323,4.658717159024668,0.07365977019071579,2.5131566923508872,0.17062394320964813,5.8214233311125945,0.029328782856464387
17,model.layers.17,0.30687915086746215,10.4640598442968,0.15999529659748077,5.438411691928696,0.13306237757205963,4.532633623493778,0.2656484842300415,9.049043566046098,0.029360929504036903
18,model.layers.18,0.4607538372278214,15.538999098571276,0.20579387247562408,6.967456179895834,0.22148551046848297,7.4618639924702475,0.3096200227737427,10.431122534365366,0.029690584167838097
19,model.layers.19,0.4919144377112389,16.71270075204599,0.1992376998066902,6.818936582266851,0.22155791521072388,7.537895155307877,0.3950046896934509,13.438941840250882,0.02940533421933651
20,model.layers.20,0.4822116672992706,16.5863456821371,0.17471667900681495,6.003588256778035,0.17884325981140137,6.154997878041084,0.42343848943710327,14.572889169626631,0.029066819697618484
21,model.layers.21,0.4770744815468788,16.16233468039768,0.15151845216751098,5.112251338755402,0.13881970942020416,4.713516737435713,0.4785207509994507,16.247805001657387,0.029456747695803642
22,model.layers.22,0.3762287899851799,12.808088549562552,0.10340312644839286,3.528918579362936,0.085393026471138,2.9161092829418647,0.42674678564071655,14.573090034384762,0.029291001707315446
23,model.layers.23,0.052321715652942656,1.7886010530795324,0.022029093466699123,0.746393786495848,0.028489649295806885,0.9702894600793239,0.10622012615203857,3.617603986047951,0.029387861490249634
24,model.layers.24,0.02576081417500973,0.8634411405600453,0.02082719895988703,0.6961795318384333,0.019076403230428696,0.6381984918026473,0.03810137137770653,1.2746762298501912,0.0299005888402462
25,model.layers.25,0.02941170372068882,1.0043427292429048,0.020871702581644058,0.7137046121620548,0.020925892516970634,0.7149241591155984,0.06040995568037033,2.0638802733013164,0.029273521900177003
26,model.layers.26,0.013727427087724208,0.4688145258714874,0.019769942946732046,0.6745274673354111,0.022754810750484467,0.7773621500833487,0.025468969717621803,0.870084716467117,0.02928326651453972
27,model.layers.27,0.01427407395094633,0.4898379087498698,0.01983366459608078,0.6840476468314066,0.009855037555098534,0.3388997249347646,0.021274209022521973,0.7315876317698414,0.029087995737791063
28,model.layers.28,0.027772827073931694,0.9208334507444775,0.025012417137622832,0.8263386161579016,0.02678065560758114,0.8866609096127309,0.03214089944958687,1.0641292565546716,0.030214746296405793
29,model.layers.29,0.11524289697408677,3.954317658085384,0.05659024640917778,1.9347688793521356,0.2712121903896332,9.297978366231153,0.3858485221862793,13.228060312393017,0.029172100871801377
30,model.layers.30,0.5799934208393097,19.43230109087289,0.13854051157832145,4.663328857072096,0.1897006779909134,6.375479853594489,0.2540966868400574,8.53970752751601,0.029757267236709593
31,model.layers.31,0.4119692206382751,14.03153929783229,0.17751957476139069,6.024976403851669,0.27158084511756897,9.24050088324533,0.22206032276153564,7.555571924534709,0.02939514070749283
